387986.640,354434.862,96075,354434.862,98817,354434.862,97588,354434.862,97860,351964.182,150896,351964.182,129508,351504.868,90032,351504.868,89070,350013.178,140193,352491.824,104846,353215.960,90084,351589.344,81182,353258.480,110239,350484.648,116208,351589.068,80170,352597.672,76455,353722.808,126000,353240.354,72784,351865.580,62732,377140.370,21469,352681.242,84401,352692.446,72129,353174.906,57261,377433.754,16567,352196.986,56792,351546.572,59404,353443.188,56771,378700.444,10706,356979.620,29161,354958.590,33602,354926.142,26270,378911.202,5580
386822.080,351624.222,146813,351624.222,136660,351624.222,135749,351624.222,135701,351624.222,143346,350435.262,122060,352595.346,73692,352595.346,72960,351440.618,140705,352071.380,103926,351832.800,76537,351142.024,105358,351076.470,120386,355631.742,84332,352572.854,90130,352125.670,53642,353144.904,146152,350949.500,124203,354521.218,55929,376360.762,21715,353167.334,98808,354456.504,60572,354782.682,68492,375623.448,14593,352528.152,83577,354310.036,58156,354590.214,36220,377865.830,12555,356326.268,38429,354279.502,35203,355327.110,29921,379602.222,5439
343940.300,341835.416,61621,341835.416,57027,341835.416,56669,341835.416,56723,341835.416,58106,341835.416,49136,341835.416,46215,341835.416,45830,341835.416,55901,341835.416,45038,341676.904,33213,341676.904,32233,341835.416,57105,341835.416,43585,341274.602,40286,341274.602,35990,341936.152,51676,341942.652,40510,342103.290,23562,342896.674,13194,341936.152,39303,341942.652,34225,342028.860,24525,342944.406,10380,341820.918,41647,341886.210,38105,342029.332,19086,342944.406,6739,341141.916,13663,341349.934,18438,341711.506,10593,342973.664,1840
342907.280,339126.636,83809,339126.636,79501,339126.636,79181,339126.636,78883,338986.340,80619,338989.098,68939,339164.956,65266,339164.956,64591,338986.340,79842,338886.666,71279,339273.242,41583,339273.242,39707,338946.188,69672,338886.666,68065,339228.082,41744,339294.476,37606,339242.966,62897,339242.520,84738,338899.034,51080,341828.984,14338,339603.832,48356,339745.804,35978,339591.810,38572,341829.212,10918,339553.428,33586,339740.760,26584,339619.300,29770,341845.098,5667,339418.442,22693,339714.222,13798,339251.614,13395,342048.120,2654
325155.370,323828.946,52309,323828.946,49589,323828.946,49399,323828.946,49179,323828.946,50633,323828.946,42806,323828.946,40757,323828.946,40303,323828.946,50342,323828.946,39957,323828.946,34742,323828.946,33154,323828.946,50695,323828.946,37686,323828.946,29637,323828.946,26478,323828.946,45472,323920.758,35421,323964.074,25070,324870.032,8232,323831.690,34840,323923.502,32593,323966.818,21334,324870.032,6273,323831.690,23952,323923.502,22482,323966.818,16652,324870.032,4025,323934.090,14240,324011.310,13777,324059.390,11236,324870.032,1828
323270.820,322522.398,41140,322522.398,38802,322522.398,38717,322522.398,38591,322522.398,39752,322522.398,33451,322522.398,31967,322522.398,31539,322522.398,39398,322499.742,30452,322499.742,27040,322499.742,26342,322522.398,39257,322499.742,29466,322491.014,29023,322491.014,26140,322522.398,35554,322499.742,27582,322532.658,19677,323059.862,5477,322522.398,27385,322499.742,23552,322532.658,16769,323059.862,4219,322499.742,19045,322499.742,17621,322532.658,13186,323059.862,2716,322503.982,11124,322503.982,10838,322536.898,9068,323064.174,1247
391592.980,348384.356,67768,348384.356,62470,348384.356,61867,348384.356,61860,348685.076,70920,341354.890,97096,343950.756,80434,345805.688,85451,348510.446,98320,349209.660,61236,345707.292,62048,343097.704,50972,346257.254,90448,347131.540,48457,351834.232,49800,345597.058,51066,347152.358,99211,347353.428,84121,350033.954,39553,376240.642,15981,347836.120,51753,349079.238,46755,348578.774,35366,378926.218,6874,346205.550,37413,348321.610,47942,352865.202,32023,379032.184,4249,349406.346,19293,349350.286,22619,352472.362,22667,379157.826,2593
384288.910,346857.164,74025,346857.164,69533,346857.164,69155,346857.164,69015,343085.482,79450,343686.196,88963,343629.668,80356,345408.860,55409,342894.506,84667,340320.112,68234,342765.188,68936,343706.046,58814,342418.346,78200,342553.670,102574,343941.522,51196,341636.830,43131,343875.226,88042,346589.950,46676,346253.714,39788,372860.608,19057,345898.026,41944,343892.694,44302,347609.816,29883,373595.640,9795,347800.322,28087,345226.330,34429,343643.064,31712,374481.644,4811,344388.484,22370,343457.192,25994,345586.792,15402,376029.010,2890
340232.600,335436.606,58309,335436.606,53503,335436.606,53003,335436.606,52659,335436.606,55624,335436.606,45823,335436.606,43208,335436.606,42475,335436.606,54940,335436.606,42936,335436.606,37101,335436.606,35257,335436.606,55065,335143.218,72030,335914.928,32352,335973.748,28212,335448.296,48301,335472.086,52457,335660.576,30164,338896.006,9092,335440.694,35679,335049.220,49957,335990.868,18839,338914.314,7733,335228.126,20995,334885.550,19507,335750.262,18371,339096.022,3171,334630.864,12185,335066.352,11810,335213.360,8185,339379.374,1515
339518.320,334987.108,49910,334987.108,46583,334987.108,46614,334987.108,46676,334987.108,48138,334987.108,40365,334987.108,38413,334987.108,37819,334906.278,68406,334906.278,53628,334906.278,45848,334906.278,43818,335070.638,68393,335539.054,46966,334713.688,32586,334355.074,34945,335300.846,35960,335117.190,38257,334905.674,42927,338298.882,5342,335374.084,26789,335358.852,31867,335076.654,29572,338298.882,3686,334949.030,30805,334689.280,31165,335456.384,18339,338298.882,2219,334228.426,13903,334137.156,13512,334615.670,13138,338327.254,984,
