319866.500,318843.356,37460,318843.356,35158,318843.356,34664,318843.356,34617,318843.356,36148,318843.356,30211,318843.356,28821,318843.356,28447,318843.356,36210,318848.236,28040,318848.236,25003,318848.236,23469,318843.356,35679,318848.236,26760,318848.236,21073,318850.636,18511,318861.702,31196,318869.362,24619,319074.576,17340,319523.864,5780,318879.334,23463,318886.994,20198,319092.208,14122,319525.064,4093,318879.334,15996,318886.994,14778,319092.208,10606,319525.064,2437,318938.598,7358,318946.258,7123,319094.208,5624,319525.064,1140
318696.200,317902.500,29415,317902.500,27369,317902.500,27493,317902.500,27141,317928.804,28322,317928.804,23619,317928.804,22417,317928.804,22135,317928.804,28009,317928.804,21620,317928.804,18964,317928.804,18338,317928.804,28009,317928.804,20698,317928.804,16465,317918.618,14434,317940.494,24775,317952.708,19386,317997.788,20683,318516.806,5452,317940.494,18824,317952.708,16027,317997.788,16699,318516.806,3796,317944.410,12763,317956.624,11763,318001.680,12856,318557.630,1593,317933.832,7522,317933.832,7217,318004.180,8686,318685.412,765
289859.990,258797.050,67861,258797.050,61607,258797.050,60923,258797.050,60688,258797.050,65329,258797.050,55192,258797.050,59668,258797.050,56309,258852.012,64921,259849.938,43661,259849.938,37273,259471.730,38428,258852.012,57721,260960.980,46833,261071.048,35570,260358.100,25822,261845.586,54487,257306.820,45473,258052.786,32258,282165.630,12200,261315.592,37429,259536.192,37960,258831.512,27696,283888.886,7202,262371.290,29165,259696.656,24931,258748.472,29759,284100.814,6498,258669.790,17262,259987.134,19105,259395.640,14559,284967.438,2140
289651.180,258567.442,75219,258567.442,68875,258567.442,68514,258567.442,67968,258567.442,72217,258567.442,59049,258567.442,54815,258567.442,54050,258567.442,70983,258846.900,58315,258351.694,61423,258351.694,58142,257850.782,64579,259136.738,56049,258324.622,43318,257531.176,29618,259383.604,51066,257569.906,64985,257683.350,33086,280838.054,12059,259383.604,38726,258265.890,47629,258637.834,22917,280838.054,9560,258250.212,35132,258099.222,33477,258456.058,20042,280561.306,6186,258490.140,17636,258549.114,17184,259729.692,12138,283328.108,1952
260165.000,255099.570,44052,255099.570,40085,255099.570,39350,255099.570,39303,255099.570,42474,255099.570,34602,255099.570,31992,255157.662,31414,255099.570,42319,255616.058,32305,255329.846,27056,255157.662,25603,255069.030,41850,255616.058,31633,255329.846,23869,255070.424,20823,255065.496,36226,255715.650,29885,255503.166,24354,259177.316,5061,255218.972,27056,255405.686,20964,255433.560,20667,259177.316,3827,255218.972,18777,255407.838,17933,255311.028,16153,259177.316,2499,255208.838,12622,255224.320,10951,255389.556,10888,259068.938,1218
258989.580,253235.466,44770,253235.466,40959,253235.466,40241,253235.466,39803,253235.466,43161,253235.466,35399,253235.466,32476,253235.466,31868,253235.466,42943,253583.666,33164,253583.666,27603,253583.666,25978,253235.466,42630,253763.500,36883,253684.688,24400,253127.210,24119,253731.388,36991,253727.540,30271,253893.226,21791,257026.556,10014,253731.388,28313,253559.990,25618,253893.226,18480,257110.992,6327,253539.262,24682,253578.812,23572,253893.226,14450,257414.384,4530,253363.454,16043,254167.712,12716,253733.676,12528,257535.150,1641
243334.950,241898.948,32695,241898.948,29852,241898.948,29306,241898.948,29227,241898.948,31555,241898.948,25744,241898.948,23776,241898.948,23307,241898.948,31180,241898.948,23948,241898.948,20151,241898.948,19402,241907.360,31227,241907.360,23385,241907.360,17683,241924.192,15669,241917.690,27118,241917.690,22073,241926.302,15778,242676.352,5217,241917.690,20261,241917.690,18183,241926.302,13387,242676.352,3984,241917.690,14121,241917.690,13591,241926.302,10576,242676.352,3124,241956.110,8264,241956.110,8201,241995.692,7170,242676.352,1328
241540.970,240504.318,32242,240504.318,29306,240504.318,28821,240504.318,28915,240397.496,31097,240397.496,25010,240397.496,23182,240397.496,22885,240397.496,30727,240397.496,23417,240397.496,19698,240397.496,18590,240414.242,31039,240507.872,22807,240507.872,17137,240507.872,15012,240414.242,26713,240612.810,17214,240535.244,12263,241300.972,3374,240414.242,20043,240612.810,14230,240535.244,10357,241300.972,2547,240414.242,13762,240612.810,10560,240535.244,8107,241300.972,1656,240508.044,8186,240612.982,6483,240535.416,5608,241286.460,843
304535.430,268546.400,98217,268546.400,97496,268546.400,95676,268546.400,94357,267623.838,94390,267697.364,57164,267767.578,67273,267964.504,77668,267391.688,87467,267871.268,67149,266998.050,58454,263618.846,80047,266892.714,71840,270390.082,105114,267312.786,54088,267845.528,52230,267321.924,65360,267823.256,80840,270597.016,37874,295936.124,16486,269972.284,59651,270012.346,38204,268345.470,34283,295839.268,12861,266492.650,34952,267992.442,52179,268621.978,24844,295773.966,6837,267923.334,17690,265092.586,19476,271332.316,22104,298611.022,1933
299457.690,265045.436,97343,265056.688,79983,265056.688,80188,265056.688,79687,266467.078,84760,266054.384,120455,266054.384,114989,266054.384,113199,268051.444,83719,266887.328,46639,263512.944,55470,264984.606,58965,265175.188,90169,265472.780,68290,267325.216,61487,266592.592,46220,267949.372,70432,267692.072,56124,270310.084,34597,292317.154,12667,269610.192,85899,269385.648,41796,267910.768,32730,291100.870,12139,268317.184,36547,272066.816,32994,271882.838,26032,293018.414,5191,267412.556,15577,268022.890,20155,269254.510,17974,293410.124,1679
248049.360,247002.662,30214,247002.662,29162,247002.662,29156,247002.662,28791,247002.662,29328,247002.662,25370,247002.662,24347,247002.662,24100,247002.662,29087,247002.662,23415,247002.662,21151,247002.662,19629,247002.662,29175,247002.662,22304,247002.662,17940,247002.662,15461,247088.092,26903,247066.286,25494,247532.018,13798,247798.056,3665,247088.092,20150,247066.286,20849,247532.018,10995,247798.056,2435,247088.092,13999,247066.286,15379,247522.984,8344,247796.758,1386,247110.360,7806,247131.284,7442,247529.558,5190,247909.088,516
246618.200,245896.232,29664,245896.232,28497,245896.232,28362,245896.232,28377,245896.232,28674,245896.232,24848,245896.232,23967,245896.232,23668,245896.232,28395,245916.312,22656,245916.312,20225,245916.312,19158,245896.232,28638,245917.576,21688,245917.576,17355,245917.576,15149,245894.264,25820,245938.466,19949,246005.784,16691,246371.308,3557,245894.264,19920,245938.466,16702,246005.784,13594,246371.308,2463,245914.344,13820,245938.466,12480,245996.532,10240,246402.056,1461,245915.608,8195,245938.466,7799,246036.532,6720,246402.056,608
244401.860,243599.802,22247,243599.802,21228,243599.802,21103,243599.802,21105,243551.340,28691,243551.340,24657,243551.340,23729,243551.340,23399,243551.340,28526,243405.128,28412,243405.128,25308,243405.128,23857,243551.340,28403,243432.152,27183,243437.580,17300,243437.580,15079,243624.702,25746,243633.090,20440,243725.496,10029,243897.834,5236,243662.762,14775,243636.894,16632,243729.300,8068,243998.280,3487,243533.294,17026,243607.034,12350,243699.440,8034,244049.854,2051,243493.994,11915,243607.034,7624,243682.200,5287,244198.510,793
242696.580,241374.386,29477,241374.386,28413,241374.386,28240,241374.386,28188,241374.386,28371,241374.386,24643,241374.386,23913,241374.386,23506,241374.386,28101,241374.386,22492,241374.386,20253,241374.386,19143,241374.386,28040,241374.386,21343,241374.386,17137,241363.202,18410,241425.874,25543,241435.238,19587,241690.532,13104,242419.576,4872,241425.874,19682,241435.238,16411,241699.544,10506,242419.576,3206,241384.054,20603,241410.654,18426,241716.780,7910,242427.732,1886,241405.778,14097,241605.558,13192,241944.004,5127,242618.148,761
263944.800,241362.290,42929,241362.290,39740,241362.290,39085,241362.290,39006,241362.290,41678,242956.282,36023,240092.486,45534,240092.486,44648,238926.728,48317,238804.272,37788,241924.702,46458,241514.324,29993,240135.254,36757,239268.846,45848,238923.742,44901,240990.178,24385,241483.938,51925,240290.136,31571,241722.182,25853,252457.512,13278,240236.414,46442,239127.664,29259,240265.274,29790,251720.630,12278,239709.002,23432,241096.008,27806,241456.130,19636,253385.634,8826,240839.574,17621,241808.004,14012,241661.706,9514,254518.272,3764
259607.080,235384.156,55565,235384.156,52050,235384.156,50910,235384.156,50629,235444.476,54315,237233.992,36913,235088.050,50879,235088.050,49738,236272.824,43068,236422.594,43131,235435.518,43548,233678.198,46827,236245.754,42631,235140.744,29681,235344.328,42365,236768.604,26759,237648.056,38350,236391.864,42975,237359.724,36850,249324.132,18324,235090.522,35820,238307.920,23104,239227.104,24791,248886.118,12590,236813.576,23354,237001.096,23807,240386.248,18824,250859.096,7061,237539.406,15777,239350.696,13075,240164.520,11701,250988.402,3405,
233559.600,228775.004,38250,228775.004,35060,228775.004,34367,228775.004,34398,228775.004,36476,228775.004,31071,229021.906,28274,229021.906,27603,228775.004,36117,228775.004,29102,229017.392,24227,229017.392,22089,228200.094,46358,228675.562,28618,229560.954,15606,229560.954,12840,228523.534,36992,229029.116,27415,230239.106,15449,232168.732,8202,229066.134,21213,229339.708,22401,230283.018,11935,232189.696,4999,229061.620,14668,229339.708,16153,230283.018,9232,232285.916,3499,229360.820,8373,229597.842,8217,230244.418,7045,232334.804,2953
232223.940,226097.592,37663,226097.592,35366,226097.592,34742,226097.592,34086,226097.592,36554,226090.864,31227,226325.690,28399,226325.690,27603,226097.592,36429,226090.864,29415,226436.784,28025,226436.784,25759,226161.398,27097,226154.670,20813,226483.336,24979,226483.336,20707,226272.530,32497,226262.936,23344,228180.172,16777,230755.836,6343,226501.332,24572,226262.936,18792,228180.172,14247,230755.836,5108,226478.378,19837,226577.210,21355,228235.786,10981,230755.836,3609,227507.490,6936,227461.962,6748,228209.626,6952,230730.398,3546
214354.180,213310.810,16559,213310.810,15574,213310.810,15215,213310.810,15168,213283.030,15856,213296.870,13559,213296.870,12435,213296.870,12200,213283.030,15700,213296.870,12778,213296.870,10747,213296.870,9904,213283.030,15653,213296.870,12481,213296.870,9670,213296.870,7951,213329.264,14309,213265.898,19824,213479.240,8944,213656.984,6270,213343.104,10935,213270.650,13184,213375.870,12638,213635.618,4999,213343.104,7639,213270.650,9654,213395.806,9841,213675.682,3531,213343.104,4811,213270.650,5952,213403.226,6701,213701.898,1469,
213202.500,212191.356,39679,212191.356,36944,212191.356,36242,212191.356,35913,212191.356,37882,212191.356,32961,212191.356,29524,212191.356,28743,212191.356,37710,212191.356,30915,212191.356,25758,212191.356,23464,212191.356,37741,212191.356,30039,212191.356,22995,212191.356,18824,212235.892,33601,212278.300,28431,212327.632,20948,212923.518,3078,212235.892,25712,212278.300,23729,212327.632,18246,212923.518,2515,212235.892,19102,212278.300,17376,212327.632,14419,212924.266,2718,212241.356,10935,212351.008,9185,212327.632,9670,212938.222,1515
